Date,Price,Return,Sign,avg_positive_XLE,avg_neutral_XLE,avg_negative_XLE,n_XLE,sent_index_XLE
2018-03-20,47.900123596191406,,,0.6174949208895365,0.3647681586444378,0.0177369058753053,3.0,0.5997580150142312
2018-03-21,49.15442657470703,0.0261857983726654,1.0,0.0729572772979736,0.8961561620235443,0.03088656999170775,2.0,0.04207070730626586
2018-03-22,48.15097427368164,-0.0204142814991504,-1.0,0.08848311007022851,0.8751792311668396,0.03633762430399655,2.0,0.05214548576623196
2018-03-23,47.85711669921875,-0.0061028375623857,-1.0,0.4277238827198744,0.5187486112117767,0.0535275363363325,2.0,0.3741963463835419
2018-03-26,48.71721649169922,0.0179722442930732,1.0,0.0314373010769486,0.5484990030527115,0.42006370052695274,2.0,-0.38862639945000416
2018-03-27,48.258487701416016,-0.0094161535349903,-1.0,0.10382737033069131,0.8770206272602081,0.0191519423387944,2.0,0.08467542799189691
2018-03-28,47.319557189941406,-0.0194562771482592,-1.0,,,,,
2018-03-29,48.31584548950195,0.02105447216172,1.0,0.0156194944866001,0.060177220031619,0.9242032766342163,2.0,-0.9085837821476163
2018-04-02,47.34821701049805,-0.020027145736571,-1.0,0.4431416392326355,0.3757172006492813,0.1811411899204055,6.0,0.26200044931223
2018-04-03,48.358829498291016,0.0213442564810601,1.0,0.8669972717761993,0.10177639871835706,0.0312263485975563,2.0,0.835770923178643
2018-04-04,48.2943229675293,-0.0013339142289207,-1.0,0.3315628875667849,0.3726087597509225,0.2958283741027116,3.0,0.0357345134640733
2018-04-05,49.16158676147461,0.0179578828453277,1.0,0.30383551493287086,0.39601750671863556,0.30014689080417156,2.0,0.0036886241286993027
2018-04-06,48.2728271484375,-0.0180783345612755,-1.0,0.03016512685765817,0.09500046819448464,0.874834418296814,3.0,-0.8446692914391558
2018-04-09,48.50219345092773,0.004751457829162,1.0,0.07275862495104467,0.17057833882669607,0.7566630244255066,3.0,-0.6839043994744619
2018-04-10,50.107704162597656,0.0331018165867964,1.0,0.3642207073668639,0.4727238056560357,0.1630554985668924,9.0,0.20116520879997152
2018-04-11,50.63090515136719,0.010441527855113,1.0,0.29702084759871167,0.35641208477318287,0.3465670297543208,3.0,-0.04954618215560913
2018-04-12,50.623756408691406,-0.000141193262384,-1.0,0.6097460240125656,0.36988640204072,0.0203676000237464,2.0,0.5893784239888192
2018-04-13,51.18281555175781,0.0110434148456519,1.0,0.22878651289890203,0.13541650399565694,0.635796976586183,3.0,-0.4070104636872809
2018-04-16,51.70602798461914,0.0102224238198118,1.0,0.42001688728729875,0.35411957651376724,0.22586354613304138,3.0,0.19415334115425736
2018-04-17,51.9067497253418,0.0038819795011593,1.0,0.2138337589567527,0.058305609971284825,0.7278606537729502,4.0,-0.5140268948161975
2018-04-18,52.72380828857422,0.0157408924187276,1.0,0.44745902841289836,0.2129494994878768,0.3395914618546764,3.0,0.10786756655822194
2018-04-19,52.78832626342773,0.0012236971673287,1.0,0.24069712348282338,0.388108903542161,0.3711939776316285,5.0,-0.1304968541488051
2018-04-20,52.5374641418457,-0.004752227231645,-1.0,0.35652790053023226,0.3662947178300884,0.2771774041983816,9.0,0.07935049633185065
2018-04-23,52.86001205444336,0.0061393886794156,1.0,0.8828783631324768,0.0249916110187768,0.0921300575137138,1.0,0.790748305618763
2018-04-24,52.29378509521485,-0.0107118204711214,-1.0,0.0238895090296864,0.2623612601310014,0.7137492001056671,2.0,-0.6898596910759807
2018-04-25,52.70949172973633,0.007949446263348,1.0,0.36257153439025086,0.31548947095870966,0.3219390405962865,3.0,0.040632493793964386
2018-04-26,53.47638320922852,0.0145494000098571,1.0,0.4762026206590235,0.029580993577837875,0.4942163568921387,4.0,-0.018013736233115196
2018-04-27,52.91015625,-0.0105883555552577,-1.0,0.4621900037995406,0.07850570151848449,0.45930432262165205,7.0,0.002885681177888566
2018-04-30,52.90299987792969,-0.0001352551679586,-1.0,0.15052930675446982,0.2949357096105814,0.5545349810272455,5.0,-0.40400567427277567
2018-05-01,52.58047866821289,-0.0060964635363022,-1.0,0.8602021336555481,0.1045551570132374,0.0352426758036017,2.0,0.8249594578519464
2018-05-02,52.79550552368164,0.0040894807524591,1.0,,,,,
2018-05-03,52.67364501953125,-0.0023081605705191,-1.0,0.2211341708898544,0.1328465193510055,0.6460192799568176,1.0,-0.4248851090669632
2018-05-04,52.931671142578125,0.0048985811206192,1.0,0.9030185341835022,0.0445404201745986,0.0524410642683506,1.0,0.8505774699151516
2018-05-07,53.00334930419922,0.0013541639641041,1.0,0.43954849988222117,0.130870271474123,0.42958115413784975,2.0,0.009967345744371414
2018-05-08,53.4190673828125,0.0078432416832259,1.0,0.35506297275424004,0.038275548567374466,0.6066614696756005,3.0,-0.2515984969213605
2018-05-09,54.50850296020508,0.0203941332330916,1.0,0.3354359308257699,0.352975444868207,0.31158863399177783,10.0,0.02384729683399206
2018-05-10,54.91706085205078,0.007495305679996,1.0,0.26181198135018346,0.19194733239710327,0.5462407007813453,5.0,-0.2844287194311619
2018-05-11,54.99591064453125,0.0014357977513197,1.0,0.0482070446014404,0.0584740601480007,0.8933188319206238,1.0,-0.8451117873191833
2018-05-14,55.37577438354492,0.0069071269947493,1.0,0.5941613018512726,0.36161735374480486,0.04422135185450312,4.0,0.5499399499967694
2018-05-15,55.39010620117188,0.000258810243044,1.0,0.2873296967397133,0.28853701706975693,0.42413325794041157,6.0,-0.13680356120069825
2018-05-16,55.583641052246094,0.0034940328579857,1.0,0.37842763811349867,0.5271859250962734,0.09438643120229237,5.0,0.28404120691120627
2018-05-17,56.42221832275391,0.0150867639224929,1.0,0.3481291551142931,0.4867072481662035,0.16516360249370332,10.0,0.18296555262058978
2018-05-18,55.985008239746094,-0.0077488992103577,-1.0,0.3297958034090697,0.341114834882319,0.32908939321835834,6.0,0.0007064101907113818
2018-05-21,56.55840301513672,0.0102419342859638,1.0,0.5175236612558365,0.3273592051118612,0.1551171243190765,2.0,0.36240653693675995
2018-05-22,55.80583190917969,-0.0133060883235267,-1.0,0.05771258690704897,0.3443505683292945,0.5979368487993876,3.0,-0.5402242618923386
2018-05-23,55.79866790771485,-0.0001283737061118,-1.0,0.3634000780681769,0.31675931811332697,0.319840588606894,3.0,0.04355948946128291
2018-05-24,54.8812370300293,-0.0164418060876092,-1.0,0.0573016032576561,0.0279213320463895,0.9147770404815674,1.0,-0.8574754372239113
2018-05-25,53.45489501953125,-0.025989611161964,-1.0,0.11763269081711766,0.2602265980094671,0.6221407225355506,5.0,-0.504508031718433
2018-05-29,53.29004287719727,-0.0030839484816824,-1.0,0.12664042087271804,0.7468817885965109,0.12647777202073482,8.0,0.00016264885198322143
2018-05-30,54.90273666381836,0.0302625725097915,1.0,0.20588092630108193,0.3924115113914013,0.40170756432538224,6.0,-0.1958266380243003
2018-05-31,54.487003326416016,-0.0075721787776804,-1.0,0.1974342043201128,0.4208883196115494,0.38167746861775714,3.0,-0.18424326429764434
2018-06-01,54.74504089355469,0.0047357636020619,1.0,0.03787200028697643,0.09921392798423763,0.8629140655199686,3.0,-0.8250420652329922
2018-06-04,54.2719841003418,-0.0086410894117824,-1.0,0.0343860955908894,0.46074638217687597,0.5048675097525119,5.0,-0.47048141416162254
2018-06-05,54.14298248291016,-0.0023769467722632,-1.0,0.31969072048862773,0.3275439714392026,0.3527653220420082,3.0,-0.03307460155338049
2018-06-06,54.4010009765625,0.0047655020432939,1.0,0.09386001825332638,0.17306169904768462,0.7330783057957887,5.0,-0.6392182875424623
2018-06-07,55.22528076171875,0.0151519231330206,1.0,0.3482988302906354,0.5973873312274615,0.0543138142675161,3.0,0.2939850160231193
2018-06-08,55.11773681640625,-0.0019473680138725,-1.0,0.14975285362452265,0.44841115064918996,0.4018359886482358,5.0,-0.25208313502371316
2018-06-11,55.40445709228516,0.0052019602480044,1.0,0.5339942251642545,0.3644701478381951,0.10153560433536767,3.0,0.43245862082888686
2018-06-12,54.9815673828125,-0.0076327741785876,-1.0,0.33474863693118095,0.24453931301832196,0.4207120053470135,4.0,-0.08596336841583252
2018-06-13,54.77371597290039,-0.0037803834958892,-1.0,0.20607250630855561,0.4125142119824886,0.38141326177865265,5.0,-0.17534075547009703
2018-06-14,54.69486618041992,-0.0014395552881509,-1.0,0.2970506935380399,0.3032234460115433,0.3997258662711829,4.0,-0.10267517273314297
2018-06-15,53.520111083984375,-0.0214783430049984,-1.0,0.06493288138881322,0.5889938451970617,0.3460732644113402,6.0,-0.281140383022527
2018-06-18,54.05409622192383,0.0099772800751762,1.0,0.19467449809114135,0.4719243502865235,0.33340113144367933,3.0,-0.138726633352538
2018-06-19,53.931434631347656,-0.0022692376554142,-1.0,0.22798674101276054,0.518009181533541,0.2540040940844587,7.0,-0.02601735307169814
2018-06-20,54.16953659057617,0.0044149012696599,1.0,0.3219182905223634,0.6160905646781126,0.061991135589778375,9.0,0.25992715493258506
2018-06-21,53.16655349731445,-0.0185156299350031,-1.0,0.3364042555913329,0.2957076773579631,0.3678880758317454,7.0,-0.03148382024041246
2018-06-22,54.22728729248047,0.0199511483327501,1.0,0.5598083941096609,0.33511326936158264,0.10507834677330466,11.0,0.45473004733635625
2018-06-25,53.1376953125,-0.0200930571006372,-1.0,0.31272963210940363,0.2007979497313499,0.48647237177938224,5.0,-0.1737427396699786
2018-06-26,53.80875778198242,0.0126287462325178,1.0,0.2639221030597885,0.33377147900561493,0.402306423522532,6.0,-0.13838432046274346
2018-06-27,54.53034973144531,0.0134103067828952,1.0,0.054763091262429925,0.41996282106265426,0.525274143088609,4.0,-0.470511051826179
2018-06-28,54.45819091796875,-0.0013232780246584,-1.0,0.27741447122146684,0.37611765290300053,0.34646790288388724,3.0,-0.0690534316624204
2018-06-29,54.79733657836914,0.006227633615506,1.0,0.27862075467904407,0.05622431635856623,0.6651549388964971,3.0,-0.38653418421745306
2018-07-02,53.98915481567383,-0.0147485592030459,-1.0,0.2153962987164656,0.06788936443626875,0.716714344608287,6.0,-0.5013180458918214
2018-07-03,54.32831573486328,0.0062820194231119,1.0,0.3718358638385931,0.30058955525358516,0.3275745939463377,3.0,0.04426126989225537
2018-07-05,54.27056503295898,-0.0010629945199506,-1.0,0.20200979895889754,0.6728773564100266,0.12511280598118896,4.0,0.07689699297770858
2018-07-06,54.60249328613281,0.0061161746330125,1.0,0.7075127959251404,0.0813600122928619,0.2111271619796753,1.0,0.4963856339454651
2018-07-09,55.41789245605469,0.0149333688051376,1.0,0.40011105239391326,0.3652919501066208,0.23459700644016263,5.0,0.16551404595375063
2018-07-10,55.82920455932617,0.0074220091209287,1.0,0.4915403686463833,0.0359020670875906,0.47255755867809046,2.0,0.018982809968292824
2018-07-11,54.64580154418945,-0.0211968453514179,-1.0,0.20674263096104065,0.36067199707031244,0.43258538593848544,3.0,-0.2258427549774448
2018-07-12,54.73960876464844,0.0017166409460227,1.0,0.1618086844682693,0.037644874304533,0.800546407699585,1.0,-0.6387377232313156
2018-07-13,55.02824783325195,0.005272947233593,1.0,0.01875871792435645,0.199237160384655,0.7820040881633759,2.0,-0.7632453702390194
2018-07-16,54.39323043823242,-0.0115398439896501,-1.0,0.22297907378524542,0.3842835277318954,0.3927374040707946,5.0,-0.16975833028554918
2018-07-17,54.1767692565918,-0.003979561057445,-1.0,0.29689752683043474,0.678831160068512,0.024271304719149997,2.0,0.27262622211128473
2018-07-18,54.21285629272461,0.0006660979720274,1.0,,,,,
2018-07-19,54.22728729248047,0.0002661914671666,1.0,0.9528038501739502,0.0294631049036979,0.0177330952137708,1.0,0.9350707549601794
2018-07-20,54.039669036865234,-0.0034598495514499,-1.0,,,,,
2018-07-23,53.80153274536133,-0.004406694114678,-1.0,0.4630122627131641,0.10671857371926302,0.43026915867812926,4.0,0.03274310403503483
2018-07-24,54.4798469543457,0.0126077116091614,1.0,0.04535092227160925,0.7268608212471008,0.22778827371075747,2.0,-0.18243735143914822
2018-07-25,54.93442916870117,0.0083440435274424,1.0,0.0234270468354225,0.0949259176850318,0.8816470503807068,1.0,-0.8582200035452843
2018-07-26,55.533348083496094,0.0109024326612308,1.0,0.1022752672433853,0.568482518196106,0.3292422592639923,1.0,-0.226966992020607
2018-07-27,55.29523468017578,-0.0042877552234433,-1.0,0.03591045318171375,0.1074568629264831,0.856632649898529,2.0,-0.8207221967168153
2018-07-30,55.74983215332031,0.0082212775797751,1.0,0.46426307782530785,0.18519523367285726,0.35054166289046407,2.0,0.11372141493484378
2018-07-31,55.6488037109375,-0.001812174826015,-1.0,0.4615772534161806,0.22054991871118546,0.3178728570540746,3.0,0.14370439636210602
2018-08-01,54.87671661376953,-0.0138742802303263,-1.0,0.5085052810609341,0.4702468942850828,0.0212477566674351,2.0,0.48725752439349895
2018-08-02,54.57363128662109,-0.0055230222551688,-1.0,,,,,
2018-08-03,54.2922248840332,-0.005156453692992,-1.0,0.13907618052326137,0.3834642507135868,0.4774595345370471,4.0,-0.3383833540137857
2018-08-06,54.4942741394043,0.003721513638512,1.0,0.29442219808697695,0.4751759320497513,0.23040188103914255,2.0,0.0640203170478344
2018-08-07,54.89836502075195,0.0074152906471225,1.0,0.7315264344215393,0.08346050977706905,0.18501302599906916,2.0,0.5465134084224701
2018-08-08,54.50148391723633,-0.0072293792969171,-1.0,0.41005906183272595,0.12062979520608978,0.46931115134308726,6.0,-0.05925208951036132
2018-08-09,53.996360778808594,-0.0092680621172589,-1.0,,,,,
2018-08-10,54.32831573486328,0.006147728314775,1.0,0.0158203653991222,0.0558456294238567,0.9283339977264404,1.0,-0.9125136323273182
2018-08-13,53.63558578491211,-0.0127508084979457,-1.0,0.0192652232944965,0.8011510968208313,0.1795836687088012,1.0,-0.16031844541430468
2018-08-14,53.76545333862305,0.0024212945903439,1.0,,,,,
2018-08-15,51.88934326171875,-0.0348943412620046,-1.0,0.053768113255500766,0.4040609846512477,0.5421708871920904,3.0,-0.4884027739365896
2018-08-16,52.26456451416016,0.0072311813728085,1.0,0.2525949776172638,0.7363816499710083,0.0110233826562762,1.0,0.2415715949609876
2018-08-17,52.394439697265625,0.002484956763971,1.0,0.4831668461362521,0.16695252433419225,0.34988063170264166,3.0,0.13328621443361044
2018-08-20,52.7480354309082,0.0067487263092351,1.0,0.7211044207215309,0.25211293157190084,0.026782621396705474,4.0,0.6943217993248254
2018-08-21,53.01501083374024,0.0050613335767117,1.0,,,,,
2018-08-22,53.6500129699707,0.0119777799955917,1.0,0.0657638683915138,0.9128437638282776,0.0213923566043376,1.0,0.0443715117871762
2018-08-23,53.3974494934082,-0.004707612590958,-1.0,0.22595982928760344,0.3641066811978817,0.40993348811753094,4.0,-0.1839736588299275
2018-08-24,53.78712844848633,0.0072977072645807,1.0,0.07403883089621856,0.42197161167860026,0.5039895623922348,3.0,-0.42995073149601626
2018-08-27,54.18398666381836,0.0073783120010229,1.0,0.042943075299263,0.1551267057657241,0.8019302487373352,1.0,-0.7589871734380722
2018-08-28,53.953067779541016,-0.0042617551512048,-1.0,0.0209943875670433,0.0413856469094753,0.937619924545288,1.0,-0.9166255369782447
2018-08-29,54.28501892089844,0.0061525906685013,1.0,0.6738672256469727,0.2766481637954712,0.0494845882058143,1.0,0.6243826374411584
2018-08-30,54.13347244262695,-0.0027916814119989,-1.0,0.0280235074460506,0.3442350924015045,0.6277413368225098,1.0,-0.5997178293764591
2018-08-31,53.714962005615234,-0.0077310842650132,-1.0,0.2620895504951477,0.4729786217212677,0.2649317979812622,1.0,-0.002842247486114502
2018-09-04,53.59950637817383,-0.0021494128103327,-1.0,0.15128588924805322,0.34441661834716797,0.5042974762618542,3.0,-0.353011587013801
2018-09-05,53.52734756469727,-0.0013462589182713,-1.0,0.1607977822422981,0.821869969367981,0.017332238145172547,2.0,0.14346554409712556
2018-09-06,52.53875732421875,-0.0184688815242271,-1.0,,,,,
2018-09-07,52.53154754638672,-0.0001372277952358,-1.0,0.0663779228925705,0.920442759990692,0.0131792826578021,1.0,0.0531986402347684
2018-09-10,52.50990676879883,-0.0004119577396569,-1.0,0.2182306939115127,0.3964923992753029,0.3852768652141094,3.0,-0.16704617130259672
2018-09-11,53.00779724121094,0.0094818388195645,1.0,0.3430243099906614,0.24802489206194875,0.4089508035353252,7.0,-0.06592649354466379
2018-09-12,53.282005310058594,0.0051729761114176,1.0,0.2667711562244221,0.23256365023553366,0.5006651915609837,4.0,-0.23389403533656156
2018-09-13,53.30365753173828,0.0004063702473975,1.0,0.1109569519758224,0.0825967639684677,0.8064463138580322,2.0,-0.6954893618822098
2018-09-14,53.58506774902344,0.005279379132991,1.0,0.4535437038168311,0.1088921088725328,0.43756422474980355,5.0,0.01597947906702757
2018-09-17,53.67165756225586,0.0016159317673718,1.0,0.1289770305156707,0.3160046935081482,0.5550183057785034,1.0,-0.42604127526283275
2018-09-18,54.02522277832031,0.0065875590977293,1.0,,,,,
2018-09-19,54.19119644165039,0.0030721513914178,1.0,,,,,
2018-09-20,54.20563888549805,0.0002665090419844,1.0,0.23821689933538434,0.4092760905623436,0.3525069886818528,4.0,-0.11429008934646848
2018-09-21,54.56381988525391,0.006607818063218,1.0,0.024311351589858466,0.3497024960815906,0.6259861811995506,3.0,-0.6016748296096922
2018-09-24,55.36302947998047,0.0146472442070086,1.0,0.5419807286933065,0.09484471492469305,0.36317451931536193,5.0,0.17880620937794456
2018-09-25,55.719024658203125,0.006430196858201,1.0,0.31636219322681425,0.2559069998562335,0.4277308039367199,5.0,-0.11136861070990567
2018-09-26,55.18138122558594,-0.0096491895885696,-1.0,0.5819458613793055,0.34835032125314075,0.06970384220282234,3.0,0.5122420191764832
2018-09-27,55.18138122558594,0.0,0.0,0.08943254686892024,0.11213980242609975,0.7984276115894318,2.0,-0.7089950647205115
2018-09-28,55.02880859375,-0.0027649295549926,-1.0,0.43037414457648987,0.1091187447309494,0.46050705201923847,2.0,-0.030132907442748602
2018-10-01,55.79169464111328,0.0138633938632994,1.0,0.16775450855493543,0.4172980772952239,0.4149474298271039,3.0,-0.2471929212721685
2018-10-02,55.84981918334961,0.0010418135281644,1.0,0.32658288286377984,0.4866409730166197,0.1867761424121757,6.0,0.13980674045160416
2018-10-03,56.30026245117188,0.0080652591970533,1.0,0.49299061112105846,0.38003212586045265,0.12697727000340817,8.0,0.36601334111765027
2018-10-04,56.067779541015625,-0.0041293397230232,-1.0,0.4217702150344848,0.0584186054766178,0.5198111534118652,1.0,-0.09804093837738043
2018-10-05,56.06052017211914,-0.0001294748776554,-1.0,0.624116912484169,0.2217201888561248,0.15416292101144785,2.0,0.46995399147272116
2018-10-08,56.01691055297852,-0.0007779025061973,-1.0,0.47483012266457075,0.04248601011931895,0.48268384579569107,2.0,-0.007853723131120316
2018-10-09,56.51824569702149,0.0089497107051061,1.0,0.09886034484952685,0.4285947196185589,0.47254495276138175,2.0,-0.37368460791185487
2018-10-10,54.74544525146485,-0.0313668696487878,-1.0,0.0285309087485075,0.1147550418972969,0.856714129447937,1.0,-0.8281832206994295
2018-10-11,52.89275741577149,-0.0338418625911858,-1.0,0.44379591289907694,0.04364308994263405,0.5125609524548054,2.0,-0.06876503955572844
2018-10-12,53.038082122802734,0.0027475350904642,1.0,0.0391127355396747,0.2921305894851684,0.6687566637992859,1.0,-0.6296439282596111
2018-10-15,52.59486770629883,-0.0083565317365303,-1.0,0.2411946207284927,0.7414698004722595,0.0173355657607316,1.0,0.2238590549677611
2018-10-16,53.030799865722656,0.0082884923650377,1.0,0.3202190312246481,0.13226450483004246,0.5475164353847503,3.0,-0.22729740416010213
2018-10-17,52.69659805297852,-0.0063020322829441,-1.0,0.11736649908125393,0.3105448581278324,0.5720886539667844,5.0,-0.45472215488553047
2018-10-18,52.43503952026367,-0.0049634804214855,-1.0,0.16202136625846222,0.40973452292382717,0.4282440772900979,3.0,-0.26622271103163564
2018-10-19,51.97004318237305,-0.0088680459125224,-1.0,0.15705507993698115,0.3047512033954262,0.5381937175989151,2.0,-0.38113863766193395
2018-10-22,51.39606475830078,-0.0110444092197126,-1.0,0.3218870696922143,0.347707146157821,0.3304057673861583,3.0,-0.008518697693943977
2018-10-23,50.05195999145508,-0.0261519004065116,-1.0,0.31692004824678105,0.35028062015771866,0.3327993435474733,6.0,-0.015879295300692264
2018-10-24,48.07573699951172,-0.0394834286665445,-1.0,0.03147322032600635,0.2659568656235933,0.7025699019432068,2.0,-0.6710966816172005
2018-10-25,48.66424179077149,0.0122412016536688,1.0,0.37784129727099625,0.28717195907873766,0.33498672928128925,7.0,0.04285456798970699
2018-10-26,48.30097579956055,-0.0074647416222527,-1.0,0.0211535785347223,0.0456872284412384,0.9331592321395874,1.0,-0.9120056536048651
2018-10-29,47.400047302246094,-0.0186523870874395,-1.0,0.2766582695767283,0.14002933166921136,0.5833124397322536,4.0,-0.30665417015552526
2018-10-30,48.49713134765625,0.0231452099280535,1.0,0.11560152075253421,0.4095593891106546,0.47483906731940806,4.0,-0.35923754656687384
2018-10-31,48.795021057128906,0.0061424191739756,1.0,,,,,
2018-11-01,49.20915222167969,0.0084871602794456,1.0,,,,,
2018-11-02,49.08565521240234,-0.0025096349703611,-1.0,0.4277406508723895,0.3488853201270103,0.2233740538358688,3.0,0.2043665970365207
2018-11-05,49.90663528442383,0.0167254581500229,1.0,0.2143693664111197,0.38102164150526124,0.40460898618524266,12.0,-0.19023961977412296
2018-11-06,50.13913345336914,0.004658662472841,1.0,0.30720777239184827,0.30848146486096084,0.3843107506399974,8.0,-0.07710297824814916
2018-11-07,50.96014022827149,0.0163745704872604,1.0,,,,,
2018-11-08,49.85578536987305,-0.0216709540721745,-1.0,0.0277428552508354,0.1261333674192428,0.8461237549781799,1.0,-0.8183808997273445
2018-11-09,49.76860046386719,-0.0017487420037423,-1.0,0.03856709203682835,0.2748731020838022,0.6865597994765267,8.0,-0.6479927074396983
2018-11-12,48.73689651489258,-0.0207300173072707,-1.0,0.04430106934159991,0.3195642375697692,0.6361346884320179,3.0,-0.591833619090418
2018-11-13,47.61800765991211,-0.0229577370532522,-1.0,0.14048090881922023,0.28578291672535916,0.5737361555749719,11.0,-0.43325524675575167
2018-11-14,47.53808975219727,-0.001678312714921,-1.0,0.26158031485974786,0.1507339175790548,0.5876857697963714,5.0,-0.3261054549366236
2018-11-15,48.23556900024414,0.0146720083133888,1.0,0.0368637293577194,0.1057244166731834,0.8574118614196777,1.0,-0.8205481320619583
2018-11-16,48.80954360961914,0.011899405796832,1.0,0.1045736819505691,0.019054708071053,0.8763716518878937,2.0,-0.7717979699373245
2018-11-19,48.795021057128906,-0.0002975351010529,-1.0,0.35193363809958095,0.31843636650592083,0.32962996978312725,6.0,0.022303668316453695
2018-11-20,47.19661331176758,-0.0327575992536189,-1.0,0.10213297121226783,0.14296832680702207,0.7548987433314324,5.0,-0.6527657721191645
2018-11-21,47.93770217895508,0.0157021619812438,1.0,0.34294960958262277,0.038348541905482564,0.6187018205722173,3.0,-0.27575221098959457
2018-11-23,46.43374252319336,-0.031373211217912,-1.0,0.03274347214028235,0.04922661030044154,0.9180299043655396,6.0,-0.8852864322252572
2018-11-26,47.1312255859375,0.015021039116021,1.0,0.4108034744858742,0.24329144667301855,0.3459050611459783,7.0,0.06489841333989588
2018-11-27,47.00045394897461,-0.0027746283984159,-1.0,0.0209743343293666,0.0373854003846645,0.9416402578353882,1.0,-0.9206659235060216
2018-11-28,47.80692672729492,0.0171588295550475,1.0,0.25218107597902417,0.5064466185867786,0.2413723194040358,4.0,0.010808756574988365
2018-11-29,48.11933898925781,0.0065348744073214,1.0,0.4915738105773926,0.1251749098300933,0.3832513391971588,1.0,0.10832247138023376
2018-11-30,48.03215026855469,-0.0018119268164217,-1.0,0.3636428415775299,0.4307628603031238,0.20559426909312603,6.0,0.15804857248440388
2018-12-03,49.10017395019531,0.0222356000235082,1.0,0.18114190967753527,0.35142309684306383,0.4674349962733686,8.0,-0.2862930865958333
2018-12-04,47.69066619873047,-0.0287067771469521,-1.0,0.19614232005551455,0.350560060236603,0.4532976385671645,8.0,-0.25715531851164997
2018-12-06,46.81154251098633,-0.01843387307866,-1.0,0.22502198564605067,0.34673749927717906,0.4282404985278845,13.0,-0.20321851288183382
2018-12-07,46.549991607666016,-0.0055873164884264,-1.0,0.3192906068870798,0.15521692042239008,0.5254924347391352,8.0,-0.20620182785205543
2018-12-10,45.82344818115234,-0.0156078100429566,-1.0,0.3831105530261993,0.5912097692489624,0.0256796702742576,1.0,0.3574308827519417
2018-12-11,45.83796310424805,0.0003167575481952,1.0,0.0874103382229805,0.1586037725210189,0.7539858818054199,1.0,-0.6665755435824394
2018-12-12,46.01960372924805,0.0039626679001181,1.0,,,,,
2018-12-13,46.16492462158203,0.0031578040782134,1.0,0.44982199277728796,0.11379333734512324,0.43638464733958243,5.0,0.013437345437705528
2018-12-14,45.111419677734375,-0.02282046277522,-1.0,0.07238046762843924,0.31681303183237713,0.6108064875006675,3.0,-0.5384260198722283
2018-12-17,44.2904167175293,-0.0181994485225722,-1.0,0.02616569446399805,0.47629130166023975,0.49754301086068153,2.0,-0.47137731639668345
2018-12-18,43.24418258666992,-0.0236221333732743,-1.0,0.0229059322737157,0.1874811130110174,0.7896129339933395,4.0,-0.7667070017196238
2018-12-19,42.73560333251953,-0.0117606397838853,-1.0,0.4973412174731493,0.4371898425742984,0.06546895951032636,4.0,0.4318722579628229
2018-12-20,41.55132675170898,-0.0277117084693029,-1.0,0.024261640384793236,0.3465543172011772,0.6291840529690186,3.0,-0.6049224125842253
2018-12-21,41.14799118041992,-0.0097069240098925,-1.0,0.03555696718394754,0.17451980262994762,0.789923220872879,5.0,-0.7543662536889315
2018-12-24,39.48329544067383,-0.0404563064196006,-1.0,0.04112316016107795,0.11288349423557514,0.8459933698177338,2.0,-0.8048702096566558
2018-12-26,41.93999862670898,0.0622213307834575,1.0,0.2944238496944308,0.36636307165026666,0.3392130548134446,5.0,-0.0447892051190138
2018-12-27,42.16001129150391,0.0052458910824766,1.0,0.6167230159044266,0.19429427385330195,0.18898273305967445,2.0,0.42774028284475213
2018-12-28,41.83734130859375,-0.0076534605429573,-1.0,0.09064178944875793,0.2751914293815692,0.6341667889306942,3.0,-0.5435249994819363
2018-12-31,42.05733871459961,0.0052583983380576,1.0,0.0174109637737274,0.0209592264145612,0.9616298675537108,1.0,-0.9442189037799834
2019-01-02,42.886024475097656,0.0197037136876752,1.0,0.883352130651474,0.037215102463960606,0.079432725906372,2.0,0.803919404745102
